,description,genre
44,"[chronicling, adventurous, life, legendary, cia, operative, edward, lansdale, road, taken, definitively, reframes, understanding, vietnam, epic, biography, edward, lansdale, man, said, fictional, model, graham, greene, quiet, american, historian, max, boot, demonstrates, lansdale, pioneered, hearts, mind, diplomacy, first, philippines, vietnam, visionary, policy, boot, reveals, ultimately, crushed, america, giant, military, bureaucracy, steered, elitist, generals, blueblood, diplomats, favored, troop, napalm, bombs, winning, trust, people, dozens, interviews, access, love, recasts, cautionary, american, story, tracing, bold, rise, crashing, fall, roguish, lawrence, asia, battle, dien, bien, phu, humiliating, american, evacuation, bringing, tragic, complexity, ugly, american, engrossing, biography, karl, marlantes, rescues, lansdale, historical, ignominy, suggests, vietnam, could, different, ...]", Non fiction
45,"[bill, minutaglio, steven, davis, authors, pen, center, usa, dallas, comes, madcap, narrative, timothy, leary, daring, prison, escape, run, law, moonlit, evening, september, professor, genius, studies, high, fence, topped, barbed, wire, months, earlier, timothy, leary, high, priest, lsd, running, gleeful, campaign, california, governor, ronald, reagan, leary, six, months, prison, sentence, crime, possessing, two, marijuana, radical, weather, underground, leary, escape, prison, counterculture, union, dope, dynamite, aimed, sparking, revolution, overthrowing, government, inside, oval, office, president, richard, nixon, drinks, way, sleepless, nights, expands, war, vietnam, plots, unleash, united, states, government, list, domestic, enemies, antiwar, demonstrators, massing, tens, thousands, homemade, bombs, exploding, everywhere, black, panther, ...]", Non fiction
46,"[telling, stories, six, pioneering, african, american, entrepreneurs, black, fortunes, makes, worthy, contribution, black, history, business, history, american, lee, shetterly, author, new, york, times, bestseller, hidden, figuresthe, astonishing, untold, history, america, first, black, slaves, endured, incredible, challenges, amass, maintain, wealth, century, jacksonian, period, roaring, entrepreneurs, whose, unknown, success, mirrored, american, business, heroes, henry, ford, john, rockefeller, thomas, oprah, winfrey, beyoncé, michael, jordan, smith, among, estimated, black, millionaires, nation, today, famous, celebrities, first, blacks, reach, storied, one, percent, years, last, generation, blacks, born, slavery, reaching, maturity, small, group, smart, tenacious, daring, men, women, broke, new, ground, attain, highest, levels, financial, fortunes, intriguing, ...]", Non fiction
47,"[dramatic, rethinking, encounter, montezuma, hernando, cortés, completely, overturns, know, spanish, conquest, americason, november, spanish, conquistador, hernando, cortés, first, met, montezuma, aztec, emperor, entrance, capital, city, tenochtitlan, prelude, spanish, seizure, mexico, city, european, colonization, mainland, long, symbol, cortés, bold, brilliant, military, genius, montezuma, hand, remembered, coward, gave, away, vast, empire, touched, wave, colonial, invasions, across, really, happened, departure, traditional, tellings, montezuma, met, cortés, uses, meeting, restall, dubs, first, entry, point, comprehensive, reevaluation, cortés, montezuma, drawing, rare, primary, sources, overlooked, accounts, conquistadors, aztecs, alike, restall, explores, cortés, montezuma, posthumous, reputations, achievements, failures, worlds, step, step, dramatic, inversion, old, story, restall, takes, us, ...]", Non fiction
48,"[legendary, icon, tells, tale, art, passion, commitment, addiction, intense, hypnotic, man, career, spanning, five, decades, nick, nolte, endured, rites, hollywood, celebrity, rising, obscurity, leading, roles, oscar, nominations, celebrated, vilified, media, survived, marriages, divorces, string, romances, named, sexiest, man, alive, people, magazine, suffered, public, humiliation, drug, alcohol, issues, including, trip, long, road, nothingness, ended, ups, downs, nolte, remained, true, craft, loves, portraying, diverse, range, characters, trademark, physicality, indelible, gravelly, voice, already, performance, miniseries, rich, man, poor, man, launched, stardom, nolte, never, learned, play, hollywood, rules, rebel, defies, expectations, obsessive, method, actor, go, extremes, role, lived, among, homeless, prepare, beverly, hills, nolte, ...]", Non fiction
49,"[spirit, places, field, guide, getting, lost, transcendent, memoir, travelling, wildly, bounds, fabled, silk, road, carried, state, excitement, felt, years, modern, classic, iyeras, teenager, kate, harris, realized, career, generalist, explorer, equal, parts, swashbuckler, gone, extinct, home, ontario, seemed, marco, polo, magellan, like, long, ago, mapped, whole, earth, vowed, become, scientist, go, pass, time, could, launch, outer, space, kate, set, bicycle, short, section, fabled, silk, road, childhood, friend, mel, yule, settled, study, oxford, mit, eventually, truth, dawned, explorer, day, age, definition, kind, person, refuses, live, lines, harris, soared, fully, bounds, right, earth, travelling, bygone, trading, route, bicycle, quit, laboratory, hit, silk, road, ...]", Non fiction
50,"[amy, hill, hearth, uncovers, story, figure, history, biography, young, african, american, woman, named, elizabeth, jennings, major, victory, new, york, city, streetcar, company, first, step, process, desegregating, public, transportation, hundred, years, rosa, parks, refused, give, seat, bus, montgomery, alabama, elizabeth, jennings, refusal, leave, segregated, streetcar, five, points, neighborhood, manhattan, set, motion, major, court, case, new, york, way, church, one, day, july, elizabeth, jennings, refused, seat, streetcar, took, seat, anyway, bodily, removed, conductor, nearby, police, officer, returned, home, bruised, injured, support, family, african, american, abolitionist, community, new, york, frederick, douglass, elizabeth, jennings, took, case, court, represented, young, lawyer, named, chester, arthur, future, ...]", Non fiction
51,"[legendary, civil, rights, activist, author, selling, warriors, cry, comes, ardent, profound, childhood, memoir, growing, facing, adversity, jim, crow, south, long, one, little, rock, nine, melba, pattillo, beals, warrior, frustrated, laws, kept, separate, much, unequal, whites, questions, drink, whites, fountain, feel, safe, beyond, even, within, walls, church, adults, told, hold, tongue, patient, know, place, beals, heart, knowledge, true, place, free, one, combined, emotive, drawings, photos, memoir, paints, vivid, picture, beals, powerful, early, journey, road, becoming, champion, equal, rights, acclaimed, journalist, author, recipient, country, highest, recognition, congressional, gold, medal]", Non fiction
52,"[charming, accessible, picture, book, ian, lendler, xanthe, bouma, offer, account, childhood, spoiled, young, prince, siddhartha, got, everything, ever, asked, asked, given, little, sid, sets, journey, discovery, encounters, mysterious, terrifying, tigers, one, annoying, lendler, delightful, prose, bouma, lyrical, artwork, little, sid, weaves, traditional, buddhist, fables, classic, new, tale, mindfulness, meaning, life, awakening, profound, today, years, ago]",Children
53,"[together, mother, emmeline, christabel, pankhurst, women, social, political, union, wspu, founded, soon, regarded, notorious, groupings, campaigning, parliamentary, vote, women, first, class, honours, graduate, law, determined, charismatic, christabel, captivating, orator, revitalised, women, suffrage, campaign, rousing, thousands, women, become, suffragettes, wspu, members, called, demand, rather, ask, politely, democratic, citizenship, rights, supreme, tactician, advocacy, unladylike, tactics, shocked, many, people, political, end, militancy, called, outbreak, war, encouraged, women, engage, war, work, way, win, enfranchisement, four, years, later, enfranchisement, granted, certain, categories, women, aged, thirty, stood, unsuccessfully, election, parliament, member, women, moved, usa, adopted, daughter, successful, career, second, adventist, preacher, writer, however, mainly, remembered, driving, ...]", Non fiction
54,"[guide, superstar, blogger, cuts, crap, show, us, stop, trying, positive, time, truly, become, better, happier, decades, told, positive, thinking, key, happy, rich, life, positivity, mark, manson, says, let, honest, shit, live, wildly, popular, internet, blog, mason, sugarcoat, equivocate, tells, like, dose, raw, refreshing, honest, truth, sorely, lacking, today, subtle, art, giving, antidote, coddling, let, mindset, infected, american, society, spoiled, generation, rewarding, gold, medals, showing, makes, argument, backed, academic, research, poop, jokes, improving, lives, hinges, ability, turn, lemons, lemonade, learning, stomach, lemons, better, human, beings, flawed, everybody, extraordinary, winners, losers, society, fair, fault, manson, advises, us, get, know, limitations, accept, embrace, ...]", Non fiction
55,"[new, york, times, bestseller, badass, book, people, desperately, want, improve, lives, want, get, busted, refreshingly, entertaining, guide, new, york, times, bestselling, author, success, coach, jen, sincero, serves, chapters, full, hilariously, inspiring, stories, sage, advice, easy, exercises, occasional, swear, word, ready, make, serious, changes, around, badass, help, identify, change, beliefs, behaviors, stop, getting, want, blast, past, fears, take, big, exciting, risks, figure, make, damn, money, already, learn, love, others, set, big, goals, reach, basically, show, create, life, totally, love, create, end, badass, understand, love, ca, change, change, love, use, force, kick, serious, wanting, kick, serious, ass, money, department, wan, na, start, ...]",Miscellaneous
